"id","name_en","name_pt_BR","name_ja","aliases","source_games","role","element","range","area","power","accuracy","sp","recovery","effects","mastery","tags","teachable","availability"
"laser_blade","Laser Blade","Laser Blade","","","dawn_dusk","striker","neutral","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","80","90","22","70","[{""type"":""damage"",""hits"":2}]","potent","neutral | melee","true","ready"
"light_coat","Light Coat","Light Coat","","","dawn_dusk","support","light","{""shape"":""diamond"",""min"":0,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","0","100","6","28","[{""type"":""status"",""status"":""guard"",""chance"":100,""duration"":3}]","swift","light | melee","true","ready"
"light_wave","Light Wave","Light Wave","","","dawn_dusk","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage""}]","swift","light | melee","true","ready"
"little_blizzard","Little Blizzard","Little Blizzard","","","dawn_dusk","area_damage","water","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","30","100","16","46","[{""type"":""damage""}]","efficient","water | projectile","true","ready"
"lore_of_light","Lore of Light","Lore of Light","","","dawn_dusk","support","light","{""shape"":""diamond"",""min"":0,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","0","100","6","28","[{""type"":""status"",""status"":""guard"",""chance"":100,""duration"":3}]","swift","light | melee","true","ready"
"lullaby","Lullaby","Lullaby","","","dawn_dusk","control","electric","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","30","100","16","46","[{""type"":""damage""},{""type"":""status"",""status"":""sleep"",""chance"":40,""duration"":3}]","efficient","electric | projectile","true","ready"
"lullaby_bubble","Lullaby Bubble","Lullaby Bubble","","","dawn_dusk","control","water","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage""},{""type"":""status"",""status"":""sleep"",""chance"":40,""duration"":3}]","reliable_effect","water | melee","true","ready"
"machine_coat","Machine Coat","Machine Coat","","","dawn_dusk","support","neutral","{""shape"":""diamond"",""min"":0,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","0","100","6","28","[{""type"":""status"",""status"":""guard"",""chance"":100,""duration"":3}]","swift","neutral | melee","true","ready"
"medicalsystem","MedicalSystem","MedicalSystem","","","dawn_dusk","healing","neutral","{""shape"":""diamond"",""min"":0,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","18","100","14","50","[{""type"":""heal"",""percentMaxHp"":18}]","efficient","neutral | healing","true","ready"
"megametalstar","MegaMetalStar","MegaMetalStar","","","dawn_dusk","striker","neutral","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","80","90","22","70","[{""type"":""damage""}]","potent","neutral | melee","true","ready"
"relevantdigital_cmd_push_function_rdsmartload_div_gpt_ad_auto_inline_9","relevantDigital.cmd.push(function() { rdSmartLoad(""div-gpt-ad-auto-inline-9""); });","relevantDigital.cmd.push(function() { rdSmartLoad(""div-gpt-ad-auto-inline-9""); });","","","dawn_dusk","mobility","neutral","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","0","100","6","28","[{""type"":""status"",""status"":""guard"",""chance"":100,""duration"":3}]","swift","neutral | melee","true","ready"
"megameteofall","MegaMeteoFall","MegaMeteoFall","","","dawn_dusk","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","52","90","30","82","[{""type"":""damage""}]","precise","fire | projectile","true","ready"
"mentalessence","MentalEssence","MentalEssence","","","dawn_dusk","area_damage","dark","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","30","100","16","46","[{""type"":""damage""}]","efficient","dark | projectile","true","ready"
"meteor_fall","Meteor Fall","Meteor Fall","","","dawn_dusk","striker","fire","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","65","90","26","70","[{""type"":""damage"",""hits"":2},{""type"":""status"",""status"":""burn"",""chance"":25,""duration"":3}]","precise","fire | melee","true","ready"
"mind_reader","Mind Reader","Mind Reader","","","dawn_dusk","support","wind","{""shape"":""diamond"",""min"":0,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","0","100","10","40","[{""type"":""status"",""status"":""speed_up"",""chance"":40,""duration"":3}]","reliable_effect","wind | projectile","true","ready"
"mini_blade","Mini Blade","Mini Blade","","","dawn_dusk","area_damage","neutral","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","30","100","16","46","[{""type"":""damage""}]","efficient","neutral | projectile","true","ready"
"nano_break","Nano Break","Nano Break","","","dawn_dusk","striker","neutral","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","62","95","13","48","[{""type"":""damage""}]","potent","neutral | melee","true","ready"
"nanomech_heal","Nanomech Heal","Nanomech Heal","","","dawn_dusk","healing","neutral","{""shape"":""diamond"",""min"":0,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","30","100","10","38","[{""type"":""heal"",""percentMaxHp"":30}]","potent","neutral | healing","true","ready"
"nightmare","Nightmare","Nightmare","","","dawn_dusk","area_damage","dark","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","52","90","30","82","[{""type"":""damage""}]","precise","dark | projectile","true","ready"
"normal_blade","Normal Blade","Normal Blade","","","dawn_dusk","striker","neutral","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage""}]","swift","neutral | melee","false","ready"
"relevantdigital_cmd_push_function_rdsmartload_div_gpt_ad_auto_inline_10","relevantDigital.cmd.push(function() { rdSmartLoad(""div-gpt-ad-auto-inline-10""); });","relevantDigital.cmd.push(function() { rdSmartLoad(""div-gpt-ad-auto-inline-10""); });","","","dawn_dusk","mobility","neutral","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","0","100","6","28","[{""type"":""status"",""status"":""guard"",""chance"":100,""duration"":3}]","swift","neutral | melee","true","ready"
"omegar_force","OmegaR Force","OmegaR Force","","","dawn_dusk","area_damage","neutral","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","52","90","30","82","[{""type"":""damage""}]","precise","neutral | projectile","false","ready"
"pit_crusher","Pit Crusher","Pit Crusher","","","dawn_dusk","control","dark","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","62","100","13","48","[{""type"":""damage""},{""type"":""status"",""status"":""paralysis"",""chance"":40,""duration"":3}]","efficient","dark | melee","false","ready"
"pollen_spray","Pollen Spray","Pollen Spray","","","dawn_dusk","control","electric","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage""},{""type"":""status"",""status"":""paralysis"",""chance"":40,""duration"":3}]","reliable_effect","electric | melee","true","ready"
"poweroflove","PowerofLove","PowerofLove","","","dawn_dusk","area_damage","light","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","30","100","16","46","[{""type"":""damage""}]","efficient","light | projectile","true","ready"
"pummel_whack","Pummel Whack","Pummel Whack","","","dawn_dusk","striker","earth","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","62","95","13","48","[{""type"":""damage""}]","potent","earth | melee","false","ready"
"purification","Purification","Purification","","","dawn_dusk","healing","light","{""shape"":""diamond"",""min"":0,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","18","100","14","50","[{""type"":""heal"",""percentMaxHp"":18}]","efficient","light | healing","false","ready"
"raging_beast","Raging Beast","Raging Beast","","","dawn_dusk","striker","earth","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage""}]","swift","earth | melee","false","ready"
"raging_flame","Raging Flame","Raging Flame","","","dawn_dusk","striker","fire","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage""}]","swift","fire | melee","false","ready"
"raging_light","Raging Light","Raging Light","","","dawn_dusk","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage""}]","swift","light | melee","false","ready"
"raging_water","Raging Water","Raging Water","","","dawn_dusk","striker","water","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage""}]","swift","water | melee","false","ready"
"raging_wind","Raging Wind","Raging Wind","","","dawn_dusk","striker","wind","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage""}]","swift","wind | melee","false","ready"
"ragingdarkness","RagingDarkness","RagingDarkness","","","dawn_dusk","striker","dark","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage""}]","swift","dark | melee","false","ready"
"ragingmachine","RagingMachine","RagingMachine","","","dawn_dusk","striker","neutral","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage""}]","swift","neutral | melee","true","ready"
"rain_of_pollen","Rain of Pollen","Rain of Pollen","","","dawn_dusk","striker","electric","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage""}]","swift","electric | melee","false","ready"
"rainbow_spit","Rainbow Spit","Rainbow Spit","","","dawn_dusk","striker","water","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","80","90","22","70","[{""type"":""damage"",""hits"":2}]","potent","water | melee","false","ready"
"random_poop","Random Poop","Random Poop","","","dawn_dusk","striker","dark","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage"",""hits"":3}]","swift","dark | melee","true","ready"
"rising_ray_15462efd","Rising Ray","Rising Ray","","","dawn_dusk","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","52","90","30","82","[{""type"":""damage"",""hits"":2}]","precise","fire | projectile","true","ready"
"royal_blizzard","Royal Blizzard","Royal Blizzard","","","dawn_dusk","area_damage","water","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","52","90","30","82","[{""type"":""damage""}]","precise","water | projectile","false","ready"
"royal_cannon","Royal Cannon","Royal Cannon","","","dawn_dusk","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","52","90","30","82","[{""type"":""damage""}]","precise","fire | projectile","true","ready"
"royal_claw","Royal Claw","Royal Claw","","","dawn_dusk","striker","earth","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","80","90","22","70","[{""type"":""damage"",""hits"":2}]","potent","earth | melee","false","ready"
"screwd_claw","ScrewD Claw","ScrewD Claw","","","dawn_dusk","striker","fire","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","80","90","22","70","[{""type"":""damage""}]","potent","fire | melee","true","ready"
"shadow_claw","Shadow Claw","Shadow Claw","","","dawn_dusk","control","dark","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage""},{""type"":""status"",""status"":""poison"",""chance"":40,""duration"":3}]","reliable_effect","dark | melee","true","ready"
"sharp_claw","Sharp Claw","Sharp Claw","","","dawn_dusk","striker","earth","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage""}]","swift","earth | melee","true","ready"
"sharp_fang","Sharp Fang","Sharp Fang","","","dawn_dusk","striker","earth","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage""}]","swift","earth | melee","true","ready"
"shining_ray","Shining Ray","Shining Ray","","","dawn_dusk","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","52","90","30","82","[{""type"":""damage"",""hits"":2}]","precise","fire | projectile","true","ready"
"shock_net","Shock Net","Shock Net","","","dawn_dusk","area_damage","electric","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","30","100","16","46","[{""type"":""damage""}]","efficient","electric | projectile","true","ready"
"small_breath","Small Breath","Small Breath","","","dawn_dusk","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","30","100","16","46","[{""type"":""damage""}]","efficient","fire | breath","true","ready"
"small_cutter","Small Cutter","Small Cutter","","","dawn_dusk","striker","earth","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage""}]","swift","earth | melee","true","ready"
"small_tornado","Small Tornado","Small Tornado","","","dawn_dusk","area_damage","wind","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","30","100","16","46","[{""type"":""damage""}]","efficient","wind | projectile","true","ready"
"spiral_claw","Spiral Claw","Spiral Claw","","","dawn_dusk","striker","wind","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","80","90","22","70","[{""type"":""damage"",""hits"":2}]","potent","wind | melee","true","ready"
"stun_whipping","Stun Whipping","Stun Whipping","","","dawn_dusk","support","electric","{""shape"":""diamond"",""min"":0,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","0","100","6","28","[{""type"":""status"",""status"":""paralysis"",""chance"":40,""duration"":3}]","reliable_effect","electric | melee","true","ready"
"surprise_blow","Surprise Blow","Surprise Blow","","","dawn_dusk","striker","electric","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage""}]","swift","electric | melee","true","ready"
"tiny_blaster","Tiny Blaster","Tiny Blaster","","","dawn_dusk","area_damage","electric","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","30","100","16","46","[{""type"":""damage""}]","efficient","electric | projectile","true","ready"
"tiny_metal","Tiny Metal","Tiny Metal","","","dawn_dusk","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","30","100","16","46","[{""type"":""damage""}]","efficient","fire | projectile","true","ready"
"tinyholyflame","TinyHolyFlame","TinyHolyFlame","","","dawn_dusk","support","fire","{""shape"":""diamond"",""min"":0,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","0","100","6","28","[{""type"":""status"",""status"":""guard"",""chance"":100,""duration"":3}]","swift","fire | melee","true","ready"
"topgun_bomb","TopGun Bomb","TopGun Bomb","","","dawn_dusk","area_damage","wind","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","52","90","30","82","[{""type"":""damage""}]","precise","wind | projectile","true","ready"
"unexpectedblow","UnexpectedBlow","UnexpectedBlow","","","dawn_dusk","striker","electric","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage""}]","swift","electric | melee","true","ready"
"volcanonapalm","VolcanoNapalm","VolcanoNapalm","","","dawn_dusk","area_damage","fire","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","40","95","21","60","[{""type"":""damage"",""hits"":2}]","precise","fire | projectile","true","ready"
"warningoflight","WarningofLight","WarningofLight","","","dawn_dusk","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage""}]","swift","light | melee","true","ready"
"water_coat","Water Coat","Water Coat","","","dawn_dusk","support","water","{""shape"":""diamond"",""min"":0,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","0","100","6","28","[{""type"":""status"",""status"":""guard"",""chance"":100,""duration"":3}]","swift","water | melee","true","ready"
"water_of_life","Water of Life","Water of Life","","","dawn_dusk","area_damage","water","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","30","100","16","46","[{""type"":""damage""}]","efficient","water | projectile","true","ready"
"wind_claw","Wind Claw","Wind Claw","","","dawn_dusk","striker","wind","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage""}]","swift","wind | melee","true","ready"
"wind_coat","Wind Coat","Wind Coat","","","dawn_dusk","support","wind","{""shape"":""diamond"",""min"":0,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","0","100","6","28","[{""type"":""status"",""status"":""guard"",""chance"":100,""duration"":3}]","swift","wind | melee","true","ready"
"aerial_attack","Aerial Attack","Aerial Attack","","","dawn_dusk","striker","fire","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage""}]","swift","fire | melee","true","ready"
"air_god","Air God","Air God","","","dawn_dusk","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","80","90","22","70","[{""type"":""damage""}]","potent","light | melee","true","ready"
"amemit","Amemit","Amemit","","","dawn_dusk","control","dark","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","80","100","22","70","[{""type"":""damage""},{""type"":""status"",""status"":""doom"",""chance"":40,""duration"":3}]","efficient","dark | melee","true","ready"
"appndge_blade","Appndge Blade","Appndge Blade","","","dawn_dusk","control","neutral","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","80","100","22","70","[{""type"":""damage""},{""type"":""status"",""status"":""doom"",""chance"":40,""duration"":3}]","efficient","neutral | melee","true","ready"
"atomic_brt_dark","Atomic BRT (Dark)","Atomic BRT (Dark)","","","dawn_dusk","area_damage","dark","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","25","95","25","60","[{""type"":""damage""},{""type"":""status"",""status"":""burn"",""chance"":25,""duration"":3}]","precise","dark | projectile","true","ready"
"atomic_ray_78e6bf73","Atomic Ray","Atomic Ray","","","dawn_dusk","support","neutral","{""shape"":""diamond"",""min"":0,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","0","100","6","28","[{""type"":""status"",""status"":""doom"",""chance"":40,""duration"":3}]","reliable_effect","neutral | melee","true","ready"
"auroraangelr","AuroraAngelR","AuroraAngelR","","","dawn_dusk","area_damage","light","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","52","90","30","82","[{""type"":""damage"",""hits"":3}]","precise","light | projectile","true","ready"
"b_smiley_bomb","B Smiley Bomb","B Smiley Bomb","","","dawn_dusk","support","neutral","{""shape"":""diamond"",""min"":0,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","0","100","6","28","[{""type"":""status"",""status"":""guard"",""chance"":100,""duration"":3}]","swift","neutral | melee","true","ready"
"bdeath_cloud","BDeath Cloud","BDeath Cloud","","","dawn_dusk","control","dark","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","80","100","22","70","[{""type"":""damage""},{""type"":""status"",""status"":""doom"",""chance"":40,""duration"":3}]","efficient","dark | melee","true","ready"
"bantyo_blade","Bantyo Blade","Bantyo Blade","","","dawn_dusk","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","80","90","22","70","[{""type"":""damage""}]","potent","light | melee","true","ready"
"beak_attack","Beak Attack","Beak Attack","","","dawn_dusk","striker","wind","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage""}]","swift","wind | melee","true","ready"
"beak_twister","Beak Twister","Beak Twister","","","dawn_dusk","control","wind","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","80","100","22","70","[{""type"":""damage""},{""type"":""status"",""status"":""doom"",""chance"":40,""duration"":3}]","efficient","wind | melee","true","ready"
"beast_attack","Beast Attack","Beast Attack","","","dawn_dusk","striker","earth","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage""}]","swift","earth | melee","true","ready"
"bigbangtackle","BigBangTackle","BigBangTackle","","","dawn_dusk","striker","dark","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","80","90","22","70","[{""type"":""damage""}]","potent","dark | melee","false","ready"
"bishop_laser","Bishop Laser","Bishop Laser","","","dawn_dusk","support","fire","{""shape"":""diamond"",""min"":0,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","0","100","6","28","[{""type"":""status"",""status"":""burn"",""chance"":40,""duration"":3}]","reliable_effect","fire | melee","false","ready"
"blast_shot","Blast Shot","Blast Shot","","","dawn_dusk","area_damage","wind","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","30","100","16","46","[{""type"":""damage""}]","efficient","wind | projectile","true","ready"
"bone_spear","Bone Spear","Bone Spear","","","dawn_dusk","striker","neutral","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage""}]","swift","neutral | melee","true","ready"
"bone_strike","Bone Strike","Bone Strike","","","dawn_dusk","striker","earth","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage"",""hits"":2}]","swift","earth | melee","true","ready"
"boom_bubble","Boom Bubble","Boom Bubble","","","dawn_dusk","area_damage","water","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","30","100","16","46","[{""type"":""damage""}]","efficient","water | projectile","true","ready"
"brain_rp","Brain RP","Brain RP","","","dawn_dusk","striker","neutral","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","80","90","22","70","[{""type"":""damage""}]","potent","neutral | melee","true","ready"
"bunny_blade","Bunny Blade","Bunny Blade","","","dawn_dusk","striker","dark","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","80","90","22","70","[{""type"":""damage""}]","potent","dark | melee","true","ready"
"bunny_pummel","Bunny Pummel","Bunny Pummel","","","dawn_dusk","striker","fire","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage"",""hits"":2}]","swift","fire | melee","true","ready"
"c_phoenix","C Phoenix","C Phoenix","","","dawn_dusk","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","80","90","22","70","[{""type"":""damage""}]","potent","light | melee","true","ready"
"call_bat","Call Bat","Call Bat","","","dawn_dusk","striker","dark","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage""}]","swift","dark | melee","true","ready"
"call_bird","Call Bird","Call Bird","","","dawn_dusk","striker","wind","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","62","95","13","48","[{""type"":""damage""}]","potent","wind | melee","true","ready"
"call_cat","Call Cat","Call Cat","","","dawn_dusk","striker","light","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","46","100","8","34","[{""type"":""damage""}]","swift","light | melee","false","ready"
"call_dramon","Call Dramon","Call Dramon","","","dawn_dusk","striker","fire","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","80","90","22","70","[{""type"":""damage""}]","potent","fire | melee","true","ready"
"call_leo","Call Leo","Call Leo","","","dawn_dusk","striker","earth","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","80","90","22","70","[{""type"":""damage"",""hits"":2}]","potent","earth | melee","true","ready"
"call_leyner","Call Leyner","Call Leyner","","","dawn_dusk","striker","water","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","80","90","22","70","[{""type"":""damage"",""hits"":2}]","potent","water | melee","true","ready"
"call_machines","Call Machines","Call Machines","","","dawn_dusk","striker","neutral","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","80","90","22","70","[{""type"":""damage""}]","potent","neutral | melee","true","ready"
"calldragonfly","CallDragonfly","CallDragonfly","","","dawn_dusk","striker","electric","{""shape"":""diamond"",""min"":1,""max"":3,""requiresLineOfSight"":false}","{""shape"":""single"",""radius"":0}","62","95","13","48","[{""type"":""damage""}]","potent","electric | melee","true","ready"
"catastrophec","CatastropheC","CatastropheC","","","dawn_dusk","area_damage","dark","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","52","90","30","82","[{""type"":""damage""}]","precise","dark | projectile","true","ready"
"celestialblade","CelestialBlade","CelestialBlade","","","dawn_dusk","area_damage","light","{""shape"":""diamond"",""min"":1,""max"":5,""requiresLineOfSight"":false}","{""shape"":""diamond"",""radius"":2}","52","90","30","82","[{""type"":""damage""}]","precise","light | projectile","true","ready"
